1977	1	40.82213256
1977	2	63.52335342
1977	3	29.57790935
1977	4	16.81483888
1977	5	58.81175793
1977	6	198.7290542
1977	7	208.8075452
1977	8	381.3608174
1977	9	308.73683
1977	10	130.7532827
1977	11	71.36544931
1977	12	40.09326696
1978	1	59.03019125
1978	2	51.09755305
1978	3	235.7846267
1978	4	157.9861462
1978	5	184.7662981
1978	6	131.048677
1978	7	66.23849096
1978	8	78.88159287
1978	9	185.7339691
1978	10	234.8927849
1978	11	85.92352109
1978	12	57.58943673
1979	1	43.04268274
1979	2	35.07609117
1979	3	69.59647891
1979	4	72.23465549
1979	5	126.0484779
1979	6	237.7414724
1979	7	122.8444118
1979	8	651.0207178
1979	9	216.8477024
1979	10	186.1346188
1979	11	95.93070998
1979	12	52.70241551
1980	1	46.09395861
1980	2	94.07119728
1980	3	87.18319099
1980	4	60.26835735
1980	5	87.26015195
1980	6	88.75410008
1980	7	49.56851978
1980	8	121.3300917
1980	9	318.395431
1980	10	95.95334556
1980	11	83.84557506
1980	12	45.38772858
1981	1	28.24467383
1981	2	31.49853812
1981	3	81.11346083
1981	4	0
1981	5	0
1981	6	601.6276238
1981	7	427.4389311
1981	8	120.5321876
1981	9	295.4599319
1981	10	99.12345821
1981	11	82.60854074
1981	12	59.88355253
1982	1	42.93290018
1982	2	34.58829447
1982	3	123.5936495
1982	4	49.62171339
1982	5	74.62497249
1982	6	92.59875295
1982	7	384.6248677
1982	8	438.8246267
1982	9	112.0993031
1982	10	58.56163479
1982	11	38.83925596
1982	12	35.70309667
1983	1	55.37680901
1983	2	376.8868955
1983	3	533.8963165
1983	4	164.2482788
1983	5	109.5233744
1983	6	226.1260257
1983	7	55.02482578
1983	8	40.59917212
1983	9	116.061661
1983	10	79.69986901
1983	11	43.01438826
1983	12	32.96758711
1984	1	27.19098769
1984	2	23.92467383
1984	3	54.91051611
1984	4	117.6518103
1984	5	206.7522347
1984	6	440.0876919
1984	7	104.7019963
1984	8	743.1803406
1984	9	205.2877129
1984	10	94.10628242
1984	11	75.52700026
1984	12	43.81342416
1985	1	33.60817396
1985	2	330.316458
1985	3	117.3315169
1985	4	163.6099555
1985	5	80.84296568
1985	6	151.8055017
1985	7	137.1455698
1985	8	594.4442232
1985	9	316.2937176
1985	10	340.1821745
1985	11	64.46725701
1985	12	52.78050825
1986	1	94.30321195
1986	2	64.04510348
1986	3	265.5153262
1986	4	113.7969714
1986	5	231.3876657
1986	6	350.595672
1986	7	167.3595389
1986	8	422.085617
1986	9	441.7978098
1986	10	111.0569348
1986	11	111.9578308
1986	12	63.86062353
1987	1	36.47383809
1987	2	28.51177364
1987	3	111.1350275
1987	4	87.84641341
1987	5	96.27929788
1987	6	125.0683573
1987	7	357.6579722
1987	8	140.3224731
1987	9	379.2658947
1987	10	359.8253288
1987	11	112.2951009
1987	12	72.09884202
1988	1	49.22785434
1988	2	50.08913807
1988	3	68.53487032
1988	4	175.5785172
1988	5	109.0932984
1988	6	113.1880744
1988	7	52.83030652
1988	8	81.78121037
1988	9	150.2572282
1988	10	337.6583076
1988	11	121.4285565
1988	12	48.12323815
1989	1	38.26431229
1989	2	32.36548074
1989	3	42.15649987
1989	4	115.1245481
1989	5	157.53683
1989	6	195.9018706
1989	7	138.7583547
1989	8	183.2406602
1989	9	758.8939586
1989	10	152.6724443
1989	11	64.66871365
1989	12	47.42719413
1990	1	78.75257008
1990	2	61.80757663
1990	3	102.6500812
1990	4	357.5674299
1990	5	131.6507833
1990	6	287.6574483
1990	7	144.7499921
1990	8	832.9077705
1990	9	747.7097197
1990	10	98.68545979
1990	11	63.98738276
1990	12	43.2430076
1991	1	38.39673042
1991	2	46.38256222
1991	3	37.30230024
1991	4	41.41065758
1991	5	85.07015981
1991	6	203.1735499
1991	7	117.3507571
1991	8	191.8931098
1991	9	303.7785067
1991	10	228.6080168
1991	11	96.25213518
1991	12	53.00799581
1992	1	46.88167671
1992	2	242.1282473
1992	3	219.0094001
1992	4	170.6733875
1992	5	185.4453655
1992	6	145.9926854
1992	7	82.29051087
1992	8	424.1714855
1992	9	702.8720356
1992	10	149.4615876
1992	11	58.14061305
1992	12	41.54647105
1993	1	45.66275085
1993	2	30.7436416
1993	3	95.30144092
1993	4	126.0846948
1993	5	110.6777888
1993	6	206.408174
1993	7	91.9955148
1993	8	92.65986901
1993	9	44.01261724
1993	10	52.64582657
1993	11	34.677705
1993	12	33.79831281
1994	1	29.07087241
1994	2	87.71965418
1994	3	89.53955462
1994	4	47.18838879
1994	5	99.16872937
1994	6	114.935541
1994	7	236.7579565
1994	8	871.46295
1994	9	244.3736966
1994	10	512.2555724
1994	11	82.37086717
1994	12	49.55493843
1995	1	38.93432539
1995	2	82.96052397
1995	3	119.588284
1995	4	144.8586429
1995	5	97.41560388
1995	6	149.0733875
1995	7	192.1556825
1995	8	128.5089652
1995	9	67.99388001
1995	10	69.08378308
1995	11	35.01723867
1995	12	25.76720985
1996	1	19.49715483
1996	2	26.95331412
1996	3	35.27981137
1996	4	109.8606445
1996	5	134.8039193
1996	6	77.7384962
1996	7	335.1400996
1996	8	610.6954362
1996	9	240.0016348
1996	10	168.1189625
1996	11	99.1132722
1996	12	43.81002882
1997	1	31.3921509
1997	2	76.26152476
1997	3	76.35546241
1997	4	63.48826827
1997	5	83.50490961
1997	6	450.6030495
1997	7	266.5882526
1997	8	716.8359235
1997	9	254.5936599
1997	10	78.79557768
1997	11	45.54165051
1997	12	30.32714697
1998	1	52.00297616
1998	2	254.4340791
1998	3	275.0086875
1998	4	85.97331936
1998	5	206.1671051
1998	6	207.0283888
1998	7	61.6751585
1998	8	70.57094053
1998	9	191.8682106
1998	10	903.6337647
1998	11	135.8451559
1998	12	97.1303956
1999	1	61.01306785
1999	2	37.08273513
1999	3	55.36209589
1999	4	36.36745088
1999	5	96.40945245
1999	6	256.3818706
1999	7	138.5897197
1999	8	224.5505895
1999	9	170.772984
1999	10	125.9522767
1999	11	58.4541158
1999	12	66.14681687
2000	1	44.36686403
2000	2	167.5338329
2000	3	144.1410951
2000	4	137.6107309
2000	5	168.9893005
2000	6	218.9414933
2000	7	159.348808
2000	8	508.311323
2000	9	300.1421011
2000	10	107.0311973
2000	11	346.460152
2000	12	90.08959916
2001	1	103.4434582
2001	2	103.1955986
2001	3	65.17461881
2001	4	139.9252188
2001	5	122.3305842
2001	6	128.7613518
2001	7	180.9148546
2001	8	98.02902803
2001	9	1319.088289
2001	10	348.3524862
2001	11	82.03812418
2001	12	48.9833901
2002	1	37.31588158
2002	2	35.25378046
2002	3	31.71018077
2002	4	32.287388
2002	5	30.94623002
2002	6	55.33493319
2002	7	450.9731412
2002	8	68.77367566
2002	9	182.0930364
2002	10	70.53132827
2002	11	36.19089337
2002	12	39.97669374
2003	1	37.93270107
2003	2	23.98126277
2003	3	31.46118942
2003	4	68.59259104
2003	5	32.29757401
2003	6	100.859607
2003	7	57.13332984
2003	8	40.18946817
2003	9	169.2960126
2003	10	75.69903065
2003	11	50.23966466
2003	12	37.26381975
2004	1	29.25648415
2004	2	74.36466335
